idbuildings,building_name,year_opened,composition,additional_comp,filter_on,architectural_element,AE_type,element_type,comp_quant,year_added,idlocation,location,lat,longitude,idcitation,cit_short,pg
9,"Obbene Shul Synagogue",1686,f9e,w9a,window,"window frame",round-headed,"window frame: round-headed",3,1686,1,"Amsterdam, Netherlands",52.367139,4.903745,NULL,NULL,NULL
9,"Obbene Shul Synagogue",1686,f9n,w9a,window,"window frame",round-headed,"window frame: round-headed",3,1686,1,"Amsterdam, Netherlands",52.367139,4.903745,NULL,NULL,NULL
9,"Obbene Shul Synagogue",1686,f9w,w9b,window,"window frame",round-headed,"window frame: round-headed",2,1686,1,"Amsterdam, Netherlands",52.367139,4.903745,NULL,NULL,NULL
9,"Obbene Shul Synagogue",1686,f9e,w9b,window,"window frame",round-headed,"window frame: round-headed",2,1686,1,"Amsterdam, Netherlands",52.367139,4.903745,NULL,NULL,NULL
17,"Berakha ve Shalom Synagogue",1685,f17w,w17a,window,"window frame","rectangular ","window frame: rectangular ",2,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,8,"Stiefel, 2014",233
17,"Berakha ve Shalom Synagogue",1685,f17w,w17a,window,window,"wall window","window: wall window",2,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,8,"Stiefel, 2014",233
17,"Berakha ve Shalom Synagogue",1685,f17w,w17a,window,shutter,,shutter,2,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,8,"Stiefel, 2014",233
36,"Tzedek ve-Shalom Synagogue",1735,f36s,w36a,window,"window frame","rectangular ","window frame: rectangular ",6,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,w36a,window,"window frame","rectangular ","window frame: rectangular ",6,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36e,w36a,window,"window frame","rectangular ","window frame: rectangular ",2,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",NULL
36,"Tzedek ve-Shalom Synagogue",1735,f36s,w36a,window,"window frame",fan,"window frame: fan",6,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,w36a,window,"window frame",fan,"window frame: fan",6,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36e,w36a,window,"window frame",fan,"window frame: fan",2,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",NULL
36,"Tzedek ve-Shalom Synagogue",1735,f36s,w36a,window,shutter,,shutter,24,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,w36a,window,shutter,,shutter,24,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36e,w36a,window,shutter,,shutter,8,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",NULL
36,"Tzedek ve-Shalom Synagogue",1735,f36s,w36a,window,window,"wall window","window: wall window",6,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,w36a,window,window,"wall window","window: wall window",6,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36e,w36a,window,window,"wall window","window: wall window",2,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",NULL
36,"Tzedek ve-Shalom Synagogue",1735,f36w,w36b,window,"window frame","rectangular ","window frame: rectangular ",2,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",NULL
36,"Tzedek ve-Shalom Synagogue",1735,f36w,w36b,window,"window frame",fan,"window frame: fan",2,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",NULL
36,"Tzedek ve-Shalom Synagogue",1735,f36w,w36b,window,window,"wall window","window: wall window",2,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",NULL
134,"Honen Dalim Synagogue II",1773,f134w,w134a,window,"window frame",round-headed,"window frame: round-headed",2,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134w,w134a,window,"window frame",round-headed,"window frame: round-headed",3,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134s,w134a,window,"window frame",round-headed,"window frame: round-headed",4,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134s,w134a,window,"window frame",round-headed,"window frame: round-headed",3,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134n,w134a,window,"window frame",round-headed,"window frame: round-headed",4,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134e,w134a,window,"window frame",round-headed,"window frame: round-headed",2,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134w,w134a,window,"window sill",,"window sill",2,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134w,w134a,window,"window sill",,"window sill",3,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134s,w134a,window,"window sill",,"window sill",4,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134s,w134a,window,"window sill",,"window sill",3,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134n,w134a,window,"window sill",,"window sill",4,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134e,w134a,window,"window sill",,"window sill",2,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134w,w134a,window,architrave,simple,"architrave: simple",2,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134w,w134a,window,architrave,simple,"architrave: simple",3,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134s,w134a,window,architrave,simple,"architrave: simple",4,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134s,w134a,window,architrave,simple,"architrave: simple",3,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134n,w134a,window,architrave,simple,"architrave: simple",4,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134e,w134a,window,architrave,simple,"architrave: simple",2,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134w,w134a,window,window,"wall window","window: wall window",2,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134w,w134a,window,window,"wall window","window: wall window",3,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134s,w134a,window,window,"wall window","window: wall window",4,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134s,w134a,window,window,"wall window","window: wall window",3,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134n,w134a,window,window,"wall window","window: wall window",4,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134e,w134a,window,window,"wall window","window: wall window",2,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,w39a,window,"window frame",round-headed,"window frame: round-headed",2,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,w39a,window,"window frame",round-headed,"window frame: round-headed",3,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,w39a,window,window,"wall window","window: wall window",2,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,w39a,window,window,"wall window","window: wall window",3,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,w39a,window,architrave,simple,"architrave: simple",2,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,w39a,window,architrave,simple,"architrave: simple",3,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,w39a,window,"window sill",,"window sill",2,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,w39a,window,"window sill",,"window sill",3,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,w39a,window,"blind arch",round,"blind arch: round",2,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,w39a,window,"blind arch",round,"blind arch: round",3,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,r4a,roofline,"window frame",circular,"window frame: circular",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,r4a,roofline,"window frame",circular,"window frame: circular",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,r4a,roofline,window,dormer,"window: dormer",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,r4a,roofline,window,dormer,"window: dormer",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,r4a,roofline,architrave,simple,"architrave: simple",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,r4a,roofline,architrave,simple,"architrave: simple",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
11,"Nieuwe Synagoge",1752,f11n,w11b,window,window,"wall window","window: wall window",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11e,w11b,window,window,"wall window","window: wall window",5,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",25
11,"Nieuwe Synagoge",1752,f11n,w11b,window,"window frame",round-headed,"window frame: round-headed",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11e,w11b,window,"window frame",round-headed,"window frame: round-headed",5,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",25
11,"Nieuwe Synagoge",1752,f11n,w11b,window,architrave,simple,"architrave: simple",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11e,w11b,window,architrave,simple,"architrave: simple",5,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",25
11,"Nieuwe Synagoge",1752,f11n,w11b,window,"window sill",,"window sill",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11e,w11b,window,"window sill",,"window sill",5,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",25
11,"Nieuwe Synagoge",1752,f11n,w11c,window,window,"wall window","window: wall window",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11e,w11c,window,window,"wall window","window: wall window",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",NULL
11,"Nieuwe Synagoge",1752,f11n,w11c,window,"window frame",segmental,"window frame: segmental",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11e,w11c,window,"window frame",segmental,"window frame: segmental",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",NULL
11,"Nieuwe Synagoge",1752,f11n,w11c,window,architrave,simple,"architrave: simple",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11e,w11c,window,architrave,simple,"architrave: simple",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",NULL
11,"Nieuwe Synagoge",1752,f11n,w11c,window,"window sill",,"window sill",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11e,w11c,window,"window sill",,"window sill",4,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",NULL
11,"Nieuwe Synagoge",1752,f11n,w11d,window,window,"wall window","window: wall window",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,w11d,window,"window frame",round-headed,"window frame: round-headed",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,w11d,window,architrave,simple,"architrave: simple",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,w11d,window,"window sill",,"window sill",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,w11d,window,keystone,complex,"keystone: complex",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
14,"Beth Elohim Synagogue",1794,f14w,r14d,roofline,keystone,plain,"keystone: plain",48,1794,23,"Charleston, United States",32.782300,-79.932732,NULL,NULL,NULL
14,"Beth Elohim Synagogue",1794,f14w,w14a,window,keystone,plain,"keystone: plain",6,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14s,w14a,window,keystone,plain,"keystone: plain",18,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14s,w14a,window,keystone,plain,"keystone: plain",15,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14n,w14a,window,keystone,plain,"keystone: plain",18,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14n,w14a,window,keystone,plain,"keystone: plain",15,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14e,w14a,window,keystone,plain,"keystone: plain",6,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,r14d,roofline,"window frame",round-headed,"window frame: round-headed",16,1794,23,"Charleston, United States",32.782300,-79.932732,NULL,NULL,NULL
14,"Beth Elohim Synagogue",1794,f14w,w14a,window,"window frame",round-headed,"window frame: round-headed",2,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14s,w14a,window,"window frame",round-headed,"window frame: round-headed",6,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14s,w14a,window,"window frame",round-headed,"window frame: round-headed",5,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14n,w14a,window,"window frame",round-headed,"window frame: round-headed",6,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14n,w14a,window,"window frame",round-headed,"window frame: round-headed",5,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14e,w14a,window,"window frame",round-headed,"window frame: round-headed",2,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,r14d,roofline,window,"wall window","window: wall window",16,1794,23,"Charleston, United States",32.782300,-79.932732,NULL,NULL,NULL
14,"Beth Elohim Synagogue",1794,f14w,w14a,window,window,"wall window","window: wall window",2,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14s,w14a,window,window,"wall window","window: wall window",6,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14s,w14a,window,window,"wall window","window: wall window",5,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14n,w14a,window,window,"wall window","window: wall window",6,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14n,w14a,window,window,"wall window","window: wall window",5,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14e,w14a,window,window,"wall window","window: wall window",2,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,r14d,roofline,shutter,,"shutter: ",32,1794,23,"Charleston, United States",32.782300,-79.932732,NULL,NULL,NULL
14,"Beth Elohim Synagogue",1794,f14w,w14a,window,shutter,,shutter,4,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14s,w14a,window,shutter,,shutter,12,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14s,w14a,window,shutter,,shutter,10,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14n,w14a,window,shutter,,shutter,12,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14n,w14a,window,shutter,,shutter,10,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14e,w14a,window,shutter,,shutter,4,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,r14d,roofline,"window sill",,"window sill: ",16,1794,23,"Charleston, United States",32.782300,-79.932732,NULL,NULL,NULL
14,"Beth Elohim Synagogue",1794,f14w,w14a,window,"window sill",,"window sill",2,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14s,w14a,window,"window sill",,"window sill",6,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14s,w14a,window,"window sill",,"window sill",5,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14n,w14a,window,"window sill",,"window sill",6,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14n,w14a,window,"window sill",,"window sill",5,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14e,w14a,window,"window sill",,"window sill",2,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,w14b,window,keystone,plain,"keystone: plain",3,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,w14b,window,"window frame",round-headed,"window frame: round-headed",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,w14b,window,"window frame","rectangular ","window frame: rectangular ",2,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,w14b,window,window,"wall window","window: wall window",3,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,w14b,window,shutter,,shutter,2,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,w14b,window,"window sill",,"window sill",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,r14a,roofline,"window frame",oculus,"window frame: oculus",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,r14b,roofline,"window frame",oculus,"window frame: oculus",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14e,r14b,roofline,"window frame",oculus,"window frame: oculus",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,r14a,roofline,architrave,simple,"architrave: simple",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,r14b,roofline,architrave,simple,"architrave: simple",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14e,r14b,roofline,architrave,simple,"architrave: simple",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,r14a,roofline,window,"gable window","window: gable window",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,r14b,roofline,window,"gable window","window: gable window",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14e,r14b,roofline,window,"gable window","window: gable window",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14e,w14d,window,window,"wall window","window: wall window",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14e,w14d,window,"window frame",fan,"window frame: fan",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
34,"Touro Synagogue",1763,f34ei,r34a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34ni,r34a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34s,r34a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wi,r34a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34eii,r34b,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34nii,r34b,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
34,"Touro Synagogue",1763,f34wii,r34b,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1763,25,"Newport, United States",41.489444,-71.311944,53,"HABS, 1993","Sheet 4"
0,"Bevis Marks Synagogue",1701,f0w,r0a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0e,r0a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0n,r0a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0s,r0a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0w,r0a,roofline,parapet,plain,"parapet: plain",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0e,r0a,roofline,parapet,plain,"parapet: plain",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0n,r0a,roofline,parapet,plain,"parapet: plain",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0s,r0a,roofline,parapet,plain,"parapet: plain",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,r43a,roofline,parapet,"shaped gable","parapet: shaped gable",3,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43e,r43a,roofline,parapet,"shaped gable","parapet: shaped gable",3,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43w,r43a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
43,"Mikve Israel Synagogue (IV)",1732,f43e,r43a,roofline,cornice,"roofline cornice","cornice: roofline cornice",1,1732,6,"Willemstad, Curacao",12.105110,-68.932573,NULL,NULL,NULL
137,"Neveh Shalom",1612,f137w,r137a,roofline,roof,"stepped gable","roof: stepped gable",1,1612,1,"Amsterdam, Netherlands",52.368346,4.902987,86,"Zantkuyl, 1970",NULL
137,"Neveh Shalom",1612,f137e,r137a,roofline,roof,"stepped gable","roof: stepped gable",1,1612,1,"Amsterdam, Netherlands",52.368346,4.902987,86,"Zantkuyl, 1970",NULL
