donor,donor_type,donor_id_loc,donor_loc_name,donor_lat,donor_lon,recipient_id,recipient_name,recipient_type,recipient_congregation,recipient_id_loc,recipient_loc_name,recipient_lat,recipient_lon,contr_type,RE_type,contr_year,contr_amt,curr_type,contr_honors,citation,pg
"Daniel Aboaf",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1674,0.1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",78
"Dr. Josseph Aboab Vaes",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1674,2,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",78
"Eliau Abenacar",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1674,0.1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",78
"Benjamin Levy",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1674,0.1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",78
"Eliezer Bar Josseph",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1674,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",78
"Jacob Naar of Hamburg",individual,40,"Hamburg, Germany",53.551085,9.993682,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1674,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",78
"Jacob da Silva of Hamburg",individual,40,"Hamburg, Germany",53.551085,9.993682,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1674,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",78
"Josseph del Soto of Amsterdam",individual,1,"Amsterdam, Netherlands",52.3702157,4.895167899999933,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1674,2,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",78
"Abraham Pretto of Amsterdam",individual,1,"Amsterdam, Netherlands",52.3702157,4.895167899999933,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1674,0.06,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",78
"Semuel Haim",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1674,0.1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",78
"Menaseh Hart",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1674,0.02.06,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",78
"Joseph Fernandes Carvajal",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,promesas,monetary,1674,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",78
"Mayer (Meir) Levy",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,promesas,monetary,1674,2,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",78
"Ishack de Andrade",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,promesas,monetary,1674,0.1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",78
"Abraham do Porto",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,5,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Ishac Israel Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,3,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Antonio (Jacob) Gomez Serra",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,3,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Abraham Israel de Sequeira",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,5,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Abraham Rodriguez de Francia",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Abraham Rodrigues Pinhel",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Abraham de Oliveira",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Ishack Roiz de Francia",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Ishack Barzilay",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Ishack Soarez D'Ortha",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Jacob Berahel",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Jacob de Miranda",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,3,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Moseh Baruh Louzada",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Moseh Mocatta",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"David da Silva",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"David Mendes Henriques",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Benjamin Vega",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,3,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Abraham Mendez Dacosta",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,2,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Ishack Roiz Dacosta",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,0.1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Abraham Penso",individual,8,"London, England",51.5073509,-0.12775829999998223,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1675,0.1,"pounds sterling",,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",82
"Esther Carvajal",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"sefer torah",text,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",117
"Esther Carvajal",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"sefer torah",text,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",117
"Jacob de Miranda",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"torah cloak",object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",117
"Selomoh de Medina",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"torah cloak",object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",117
"Devora Israel",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,rimmonim,object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",117
"Devora Israel",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,rimmonim,object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",117
"Benjamin Levy",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,cup,object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",117
"Abraham do Porto",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"torah crown",object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",117
"Abraham Hisquiau Rodrigues Marques",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,candelabra,object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",117
"Abraham Hisquiau Rodrigues Marques",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,candelabra,object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",117
"Abraham Hisquiau Rodrigues Marques",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,candelabra,object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",117
"Abraham Hisquiau Rodrigues Marques",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,candelabra,object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",117
"Joseph Frances",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,candelabra,object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",117
"Isaac Vaes Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"ornament, assorted",object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",118
"Isaac Vaes Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"ornament, assorted",object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",118
"Isaac Vaes Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"ornament, assorted",object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",118
"Isaac Vaes Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"ornament, assorted",object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",118
"Isaac Vaes Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"ornament, assorted",object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",118
"Isaac Vaes Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"ornament, assorted",object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",118
"Selomoh de Medina",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"Chanukah Menorah",object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",118
"Benjamin Vega",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"ornament, assorted",object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",118
"David Mendes Henriques",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"ornament, assorted",object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",118
"David da Silva",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"omer calendar",object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",118
"Samuel Alvarez",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,curtain,object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",119
"Jacob de Miranda",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,cloth,object,NULL,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",119
"Abraham do Porto",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,banca,furniture,NULL,,,,NULL,
"Ishac Israel Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"sefer torah",text,NULL,,,,NULL,
"Ishac Israel Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"torah cloak",object,NULL,,,,NULL,
"Ishac Israel Nunes",individual,8,"London, England",51.5073509,-0.12775829999998223,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,rimmonim,object,NULL,,,,NULL,
"Widow of Jacob Coen",individual,45,Jamaica,18.18,-77.4,1,"Creechurch Lane Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"sefer torah",text,NULL,,,,NULL,
"Ishac Israel de Avila",individual,1,"Amsterdam, Netherlands",52.3702157,4.895167899999933,2,"Creechurch Lane Synagogue [1675]",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,"sefer torah",text,1676,,,,"Barnett, Lionel, ed. 1931. El Libro de Los Acuerdos, Being the Records and Accompts of the Spanish and Portuguese Synagogue of London from 1663 to 1681. Oxford: University Press.",120
"Antonio (Jacob) Gomez Serra",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,30,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Moseh Mendes da Costa",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,30,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
"Joseph Henriques Sequeira",individual,8,"London, England",51.5073509,-0.12775829999998223,0,"Bevis Marks Synagogue",building,"Kahal Kadosh Sha'ar Hashamayim",8,"London, England",51.5073509,-0.12775829999998223,nedabot,monetary,1700,30,"pounds sterling",,"Barnett, Lionel D., ed. 1940. Bevis Marks Records: Being Contributions to the History of the Spanish and Portuguese Congregation of London. Oxford: University Press.","Plate XI"
